
4,true,0
10,true,0
1,true,0
9,true,0
6,true,0
3,true,0
2,true,0
7,true,0
8,true,0
5,true,0
1,true,0
3,true,0
7,true,0
4,true,0
2,true,0
10,true,0
5,true,0
9,true,0
6,true,0
8,true,0
2,true,0
9,true,0
4,true,0
5,true,0
6,true,0
10,true,0
7,true,0
8,true,0
1,true,0
3,true,0
1,true,0
7,true,0
8,true,0
9,true,0
2,true,0
3,true,0
4,true,0
5,true,0
6,true,0
10,true,0
7,true,687
5,true,687
3,true,687
6,true,687
8,true,687
9,true,687
1,true,687
10,true,687
2,true,687
4,true,687
3,true,0
7,true,0
2,true,0
4,true,0
1,true,0
5,true,0
8,true,0
10,true,0
9,true,0
6,true,0
1,true,0
5,true,0
3,true,0
10,true,0
4,true,0
2,true,0
6,true,0
8,true,0
7,true,0
9,true,0
3,true,0
4,true,0
6,true,0
9,true,0
10,true,0
1,true,0
5,true,0
2,true,0
8,true,0
7,true,0
1,true,0
4,true,0
8,true,0
5,true,1
6,true,1
2,true,1
10,true,1
1,true,1
9,true,2
3,true,2
4,true,2
7,true,3
8,true,3
38,true,636
23,true,637
13,true,637
21,true,637
30,true,637
43,true,637
4,true,637
48,true,637
36,true,637
42,true,637
46,true,637
32,true,637
40,true,637
17,true,637
10,true,637
29,true,637
33,true,637
8,true,637
25,true,637
39,true,637
28,true,637
11,true,637
16,true,637
19,true,637
31,true,637
9,true,637
22,true,637
18,true,637
47,true,637
34,true,637
50,true,637
7,true,637
35,true,637
6,true,637
20,true,637
44,true,637
45,true,637
37,true,637
3,true,638
2,true,638
27,true,637
24,true,637
26,true,637
49,true,637
5,true,638
41,true,637
14,true,638
12,true,638
1,true,638
15,true,638
9,true,1
11,true,1
4,true,1
10,true,1
3,true,1
12,true,1
5,true,1
1,true,1
2,true,1
17,true,1
8,true,1
7,true,1
24,true,1
6,true,1
18,true,1
14,true,1
13,true,1
19,true,1
29,true,1
23,true,1
15,true,1
20,true,1
16,true,1
30,true,1
28,true,1
21,true,1
22,true,1
26,true,1
27,true,1
34,true,1
42,true,1
40,true,1
32,true,1
31,true,1
33,true,1
35,true,1
50,true,1
36,true,1
43,true,1
44,true,1
45,true,1
46,true,1
25,true,1
49,true,1
39,true,1
41,true,1
47,true,1
48,true,1
37,true,1
38,true,1
