
5,true,1841
3,true,1841
7,true,1841
50,true,1841
35,true,1841
12,true,1841
20,true,1841
38,true,1841
27,true,1841
49,true,1841
43,true,1841
2,true,1841
9,true,1841
15,true,1841
34,true,1841
8,true,1841
45,true,1841
44,true,1841
17,true,1841
18,true,1841
46,true,1841
47,true,1841
48,true,1841
32,true,1841
41,true,1841
22,true,1841
1,true,1841
36,true,1841
23,true,1841
33,true,1841
6,true,1841
40,true,1841
21,true,1841
26,true,1841
28,true,1841
19,true,1841
11,true,1841
30,true,1841
24,true,1841
42,true,1841
4,true,1841
14,true,1841
16,true,1841
13,true,1841
10,true,1841
29,true,1841
31,true,1841
39,true,1841
37,true,1841
25,true,1841
