
9,true,1454
8,true,1454
50,true,1453
22,true,1454
23,true,1454
33,true,1454
29,true,1454
15,true,1454
36,true,1454
46,true,1454
2,true,1454
39,true,1454
17,true,1454
10,true,1454
12,true,1454
3,true,1454
49,true,1454
1,true,1454
7,true,1454
32,true,1454
37,true,1454
24,true,1454
34,true,1454
44,true,1454
45,true,1454
21,true,1454
35,true,1454
16,true,1454
18,true,1454
42,true,1454
25,true,1454
13,true,1454
41,true,1454
19,true,1454
26,true,1454
43,true,1454
20,true,1454
40,true,1454
11,true,1454
47,true,1454
27,true,1454
48,true,1454
6,true,1454
38,true,1454
28,true,1454
5,true,1454
31,true,1454
30,true,1454
4,true,1454
14,true,1454
